"Symbol","Description","Date","Time","Open","High","Low","Close","TotalVolume"
AAPL,NASDAQ,08.01.2020,13:00:00,302.645,303.230,302.400,302.570,2360865
AAPL,NASDAQ,08.01.2020,14:00:00,302.600,303.090,302.530,303.060,1627126
AAPL,NASDAQ,08.01.2020,15:00:00,303.070,304.440,302.240,303.010,5387506
AAPL,NASDAQ,08.01.2020,16:00:00,303.190,303.690,302.460,303.580,2465439
AAPL,NASDAQ,08.01.2020,17:00:00,303.470,303.580,303.280,303.340,17127
AAPL,NASDAQ,09.01.2020,18:00:00,303.390,303.880,303.320,303.870,25993
AAPL,NASDAQ,09.01.2020,08:00:00,306.290,307.100,306.290,306.750,185406
AAPL,NASDAQ,09.01.2020,09:00:00,306.810,308.899,306.650,308.010,6895956
AAPL,NASDAQ,09.01.2020,10:00:00,308.290,309.460,307.420,309.373,4990893
AAPL,NASDAQ,09.01.2020,11:00:00,309.105,310.430,308.980,309.972,5000647
AAPL,NASDAQ,09.01.2020,12:00:00,309.940,310.030,306.200,307.396,5843660
AAPL,NASDAQ,09.01.2020,13:00:00,307.650,309.850,307.430,309.124,4159746
AAPL,NASDAQ,09.01.2020,14:00:00,309.075,309.490,308.730,309.095,2319744
AAPL,NASDAQ,09.01.2020,15:00:00,309.010,309.720,308.250,309.490,4103723
AAPL,NASDAQ,09.01.2020,16:00:00,309.700,309.800,309.420,309.740,2300986
AAPL,NASDAQ,09.01.2020,17:00:00,309.700,309.790,309.630,309.780,34346
AAPL,NASDAQ,10.01.2020,18:00:00,309.790,310.400,309.790,310.280,35166
AAPL,NASDAQ,10.01.2020,08:00:00,312.150,312.190,310.000,310.800,366613
AAPL,NASDAQ,10.01.2020,09:00:00,310.800,311.990,309.700,311.923,5401887
AAPL,NASDAQ,10.01.2020,10:00:00,312.080,312.670,311.670,312.100,4980690
AAPL,NASDAQ,10.01.2020,11:00:00,312.050,312.330,310.440,311.240,3816604
AAPL,NASDAQ,10.01.2020,12:00:00,311.110,311.110,308.250,309.820,4748113
AAPL,NASDAQ,10.01.2020,13:00:00,309.770,310.940,309.700,310.714,2093940
AAPL,NASDAQ,10.01.2020,14:00:00,310.700,310.950,309.280,310.110,2600645
AAPL,NASDAQ,10.01.2020,15:00:00,310.060,310.300,309.230,310.284,4038962
AAPL,NASDAQ,10.01.2020,16:00:00,310.330,310.550,310.210,310.450,1491552
AAPL,NASDAQ,10.01.2020,17:00:00,310.380,310.690,310.380,310.650,16272
AAPL,NASDAQ,13.01.2020,18:00:00,310.660,310.710,310.520,310.580,4109
AAPL,NASDAQ,13.01.2020,08:00:00,311.550,311.890,311.400,311.450,94708
AAPL,NASDAQ,13.01.2020,09:00:00,311.410,313.380,311.350,312.970,4648205
AAPL,NASDAQ,13.01.2020,10:00:00,312.940,313.030,311.150,312.042,3886262
AAPL,NASDAQ,13.01.2020,11:00:00,312.090,313.360,311.400,312.632,2904223
AAPL,NASDAQ,13.01.2020,12:00:00,312.780,313.320,312.450,313.260,2289092
AAPL,NASDAQ,13.01.2020,13:00:00,313.130,313.790,312.860,313.650,1957249
AAPL,NASDAQ,13.01.2020,14:00:00,313.563,314.980,313.310,314.880,2991196
AAPL,NASDAQ,13.01.2020,15:00:00,314.930,317.030,314.630,316.940,4501189
AAPL,NASDAQ,13.01.2020,16:00:00,316.960,317.490,316.950,317.250,1935117
AAPL,NASDAQ,13.01.2020,17:00:00,317.250,317.590,316.960,317.420,42213
AAPL,NASDAQ,14.01.2020,18:00:00,317.500,317.790,317.500,317.750,12608
AAPL,NASDAQ,14.01.2020,08:00:00,317.450,317.660,316.430,316.753,253692
AAPL,NASDAQ,14.01.2020,09:00:00,316.800,317.240,313.351,313.540,5736366
AAPL,NASDAQ,14.01.2020,10:00:00,313.790,317.570,313.470,315.740,6438057
AAPL,NASDAQ,14.01.2020,11:00:00,315.760,316.280,314.600,316.250,3041670
AAPL,NASDAQ,14.01.2020,12:00:00,316.530,316.680,314.600,314.730,2719630
AAPL,NASDAQ,14.01.2020,13:00:00,314.730,315.870,312.750,313.680,4314386
AAPL,NASDAQ,14.01.2020,14:00:00,313.400,315.000,312.170,313.460,4300511
AAPL,NASDAQ,14.01.2020,15:00:00,313.510,314.200,312.220,312.440,3918099
AAPL,NASDAQ,14.01.2020,16:00:00,312.680,315.785,312.450,312.980,2392789
AAPL,NASDAQ,14.01.2020,17:00:00,313.000,313.200,312.670,312.750,381195
AAPL,NASDAQ,15.01.2020,18:00:00,312.680,312.750,312.130,312.130,41544
AAPL,NASDAQ,15.01.2020,08:00:00,313.170,313.390,311.800,312.200,168096
AAPL,NASDAQ,15.01.2020,09:00:00,312.010,315.312,311.460,315.210,4538649
AAPL,NASDAQ,15.01.2020,10:00:00,315.357,315.500,313.810,314.380,3608019
AAPL,NASDAQ,15.01.2020,11:00:00,314.492,314.670,313.380,313.776,2565107
AAPL,NASDAQ,15.01.2020,12:00:00,313.910,314.600,313.690,313.955,1792099
AAPL,NASDAQ,15.01.2020,13:00:00,313.900,314.440,312.160,312.350,2508527
AAPL,NASDAQ,15.01.2020,14:00:00,312.670,313.830,312.500,313.110,2024212
AAPL,NASDAQ,15.01.2020,15:00:00,312.980,313.010,309.550,311.120,6098953
AAPL,NASDAQ,15.01.2020,16:00:00,311.500,311.520,311.150,311.340,1623845
AAPL,NASDAQ,15.01.2020,17:00:00,311.350,311.610,311.340,311.450,104190
AAPL,NASDAQ,16.01.2020,18:00:00,311.670,312.200,311.670,312.140,17034
AAPL,NASDAQ,16.01.2020,08:00:00,313.670,314.240,313.500,314.050,97140
AAPL,NASDAQ,16.01.2020,09:00:00,313.950,315.270,313.500,314.570,4170576
AAPL,NASDAQ,16.01.2020,10:00:00,314.550,315.700,312.800,312.800,4382143
AAPL,NASDAQ,16.01.2020,11:00:00,312.860,313.820,312.090,313.330,3066526
AAPL,NASDAQ,16.01.2020,12:00:00,313.293,313.470,312.450,312.880,1264282
AAPL,NASDAQ,16.01.2020,13:00:00,312.860,313.880,312.660,313.707,1308965
AAPL,NASDAQ,16.01.2020,14:00:00,313.690,314.324,313.520,314.010,1577083
AAPL,NASDAQ,16.01.2020,15:00:00,313.880,315.200,313.600,315.170,3147899
AAPL,NASDAQ,16.01.2020,16:00:00,315.240,315.280,314.910,315.130,1876054
AAPL,NASDAQ,16.01.2020,17:00:00,315.150,315.240,314.950,315.150,717744
AAPL,NASDAQ,17.01.2020,18:00:00,315.060,315.490,315.060,315.250,23327
AAPL,NASDAQ,17.01.2020,08:00:00,316.510,317.050,315.970,316.600,233578
AAPL,NASDAQ,17.01.2020,09:00:00,316.700,317.050,315.240,316.950,5740160
AAPL,NASDAQ,17.01.2020,10:00:00,316.890,317.250,315.910,316.250,3704974
AAPL,NASDAQ,17.01.2020,11:00:00,316.300,316.400,315.000,316.290,2660262
AAPL,NASDAQ,17.01.2020,12:00:00,316.365,316.930,315.910,316.020,2203389
AAPL,NASDAQ,17.01.2020,13:00:00,315.820,316.830,315.390,316.750,1971908
AAPL,NASDAQ,17.01.2020,14:00:00,316.775,317.040,316.420,316.952,2107623
AAPL,NASDAQ,17.01.2020,15:00:00,317.070,318.740,316.620,318.590,5072947
AAPL,NASDAQ,17.01.2020,16:00:00,318.670,318.780,318.410,318.577,3564954
AAPL,NASDAQ,17.01.2020,17:00:00,318.560,318.730,318.510,318.650,23503
AAPL,NASDAQ,21.01.2020,18:00:00,318.650,318.720,318.630,318.690,7779
AAPL,NASDAQ,21.01.2020,08:00:00,316.920,317.200,316.780,316.800,78941
AAPL,NASDAQ,21.01.2020,09:00:00,316.820,318.860,316.650,318.470,3728026
AAPL,NASDAQ,21.01.2020,10:00:00,318.230,319.020,317.090,317.510,3341608
AAPL,NASDAQ,21.01.2020,11:00:00,317.370,319.000,317.280,318.460,2105772
AAPL,NASDAQ,21.01.2020,12:00:00,318.468,318.503,317.800,318.070,1647490
AAPL,NASDAQ,21.01.2020,13:00:00,317.990,318.200,316.570,316.570,2428761
AAPL,NASDAQ,21.01.2020,14:00:00,316.566,317.270,316.257,316.975,2037476
AAPL,NASDAQ,21.01.2020,15:00:00,316.890,317.230,316.000,316.640,2667207
AAPL,NASDAQ,21.01.2020,16:00:00,316.570,317.452,316.240,316.700,4823145
AAPL,NASDAQ,21.01.2020,17:00:00,316.570,316.700,316.500,316.500,21916
AAPL,NASDAQ,22.01.2020,18:00:00,316.570,316.650,316.530,316.650,1087
AAPL,NASDAQ,22.01.2020,08:00:00,319.160,319.200,318.600,318.730,71783
AAPL,NASDAQ,22.01.2020,09:00:00,318.620,318.940,317.310,317.980,3056048
AAPL,NASDAQ,22.01.2020,10:00:00,318.090,318.900,317.520,318.100,3149555
AAPL,NASDAQ,22.01.2020,11:00:00,317.890,318.685,317.460,318.460,2206517
AAPL,NASDAQ,22.01.2020,12:00:00,318.520,319.750,318.100,319.678,2526597
AAPL,NASDAQ,22.01.2020,13:00:00,319.640,319.890,319.210,319.400,1666210
AAPL,NASDAQ,22.01.2020,14:00:00,319.090,319.990,319.000,319.939,1710170
AAPL,NASDAQ,22.01.2020,15:00:00,319.900,319.900,317.570,317.651,4431568
AAPL,NASDAQ,22.01.2020,16:00:00,317.700,317.820,317.200,317.350,2463664
AAPL,NASDAQ,22.01.2020,17:00:00,317.390,317.650,317.390,317.480,8133
AAPL,NASDAQ,23.01.2020,18:00:00,317.600,317.620,317.460,317.460,6440
AAPL,NASDAQ,23.01.2020,08:00:00,317.600,317.800,317.100,317.350,80550
AAPL,NASDAQ,23.01.2020,09:00:00,317.270,318.490,315.650,316.840,3242851
AAPL,NASDAQ,23.01.2020,10:00:00,317.070,318.120,316.290,317.211,3208328
AAPL,NASDAQ,23.01.2020,11:00:00,317.350,317.910,316.910,317.455,2083512
AAPL,NASDAQ,23.01.2020,12:00:00,317.500,318.195,317.277,317.810,1128688
AAPL,NASDAQ,23.01.2020,13:00:00,317.700,318.890,317.400,318.500,1703849
AAPL,NASDAQ,23.01.2020,14:00:00,318.730,319.070,318.539,319.048,1683579
AAPL,NASDAQ,23.01.2020,15:00:00,319.221,319.560,318.600,319.380,3046514
AAPL,NASDAQ,23.01.2020,16:00:00,319.230,319.600,319.230,319.380,2985958
AAPL,NASDAQ,23.01.2020,17:00:00,319.380,319.590,319.340,319.540,19468
AAPL,NASDAQ,24.01.2020,18:00:00,319.540,319.750,319.450,319.500,14919
AAPL,NASDAQ,24.01.2020,08:00:00,319.820,320.300,319.750,320.200,137772
AAPL,NASDAQ,24.01.2020,09:00:00,320.220,322.500,319.860,322.480,4144761
AAPL,NASDAQ,24.01.2020,10:00:00,322.620,322.630,321.000,322.140,4136293
AAPL,NASDAQ,24.01.2020,11:00:00,322.269,323.330,321.750,322.170,3615798
AAPL,NASDAQ,24.01.2020,12:00:00,321.950,321.985,319.310,321.030,4681336
AAPL,NASDAQ,24.01.2020,13:00:00,321.130,321.150,319.050,319.850,2684865
AAPL,NASDAQ,24.01.2020,14:00:00,319.870,320.260,317.890,320.240,4151148
AAPL,NASDAQ,24.01.2020,15:00:00,320.160,320.380,317.519,318.200,4737408
AAPL,NASDAQ,24.01.2020,16:00:00,318.250,320.540,318.200,318.200,2316322
AAPL,NASDAQ,24.01.2020,17:00:00,318.200,318.280,317.830,317.950,40598
AAPL,NASDAQ,27.01.2020,18:00:00,317.920,318.100,317.800,318.000,8824
AAPL,NASDAQ,27.01.2020,08:00:00,311.330,312.250,310.700,311.360,248834
AAPL,NASDAQ,27.01.2020,09:00:00,311.220,311.540,305.890,310.797,8424594
AAPL,NASDAQ,27.01.2020,10:00:00,311.500,311.760,308.860,309.425,5241396
AAPL,NASDAQ,27.01.2020,11:00:00,309.420,310.050,307.530,309.630,3834203
AAPL,NASDAQ,27.01.2020,12:00:00,309.370,311.590,309.110,311.080,2819137
AAPL,NASDAQ,27.01.2020,13:00:00,311.180,311.600,310.150,310.215,1823457
AAPL,NASDAQ,27.01.2020,14:00:00,310.300,311.200,308.920,309.360,2370454
AAPL,NASDAQ,27.01.2020,15:00:00,309.490,309.810,308.360,309.030,4208361
AAPL,NASDAQ,27.01.2020,16:00:00,308.970,309.040,308.550,308.700,3047238
AAPL,NASDAQ,27.01.2020,17:00:00,308.710,309.290,308.600,309.100,392048
AAPL,NASDAQ,28.01.2020,18:00:00,309.080,310.120,309.040,310.120,37379
AAPL,NASDAQ,28.01.2020,08:00:00,312.300,312.950,312.100,312.400,154988
AAPL,NASDAQ,28.01.2020,09:00:00,312.500,314.030,312.190,312.690,4101605
AAPL,NASDAQ,28.01.2020,10:00:00,313.000,315.728,312.420,315.636,4886038
AAPL,NASDAQ,28.01.2020,11:00:00,315.816,316.770,315.000,316.595,3399393
AAPL,NASDAQ,28.01.2020,12:00:00,316.560,317.170,316.010,316.550,2514208
AAPL,NASDAQ,28.01.2020,13:00:00,316.710,316.940,316.110,316.840,1907569
AAPL,NASDAQ,28.01.2020,14:00:00,316.840,318.280,316.810,318.115,2776390
AAPL,NASDAQ,28.01.2020,15:00:00,318.320,318.400,316.910,317.850,5360655
AAPL,NASDAQ,28.01.2020,16:00:00,317.690,327.900,317.460,321.000,5866104
AAPL,NASDAQ,28.01.2020,17:00:00,321.670,324.810,317.690,322.340,1747912
AAPL,NASDAQ,29.01.2020,18:00:00,322.320,322.880,321.070,321.500,179625
AAPL,NASDAQ,29.01.2020,08:00:00,323.150,324.850,323.040,323.500,424484
AAPL,NASDAQ,29.01.2020,09:00:00,323.310,327.250,322.660,322.812,10271445
AAPL,NASDAQ,29.01.2020,10:00:00,323.340,325.500,321.380,325.100,8917095
AAPL,NASDAQ,29.01.2020,11:00:00,325.380,327.800,325.240,327.745,7099373
AAPL,NASDAQ,29.01.2020,12:00:00,327.167,327.630,326.120,326.488,3646946
AAPL,NASDAQ,29.01.2020,13:00:00,326.340,326.920,325.460,326.628,2434834
AAPL,NASDAQ,29.01.2020,14:00:00,326.670,327.850,326.250,327.055,3798752
AAPL,NASDAQ,29.01.2020,15:00:00,327.045,327.550,324.070,324.483,6084300
AAPL,NASDAQ,29.01.2020,16:00:00,324.340,324.860,323.110,323.850,2368430
AAPL,NASDAQ,29.01.2020,17:00:00,323.980,324.270,323.750,324.230,35633
AAPL,NASDAQ,30.01.2020,18:00:00,324.250,324.750,324.200,324.300,35013
AAPL,NASDAQ,30.01.2020,08:00:00,320.000,321.000,319.250,320.660,240998
AAPL,NASDAQ,30.01.2020,09:00:00,320.760,324.090,320.130,322.395,4069823
AAPL,NASDAQ,30.01.2020,10:00:00,322.360,323.730,319.400,319.420,4157434
AAPL,NASDAQ,30.01.2020,11:00:00,318.980,322.530,318.750,322.008,3692394
AAPL,NASDAQ,30.01.2020,12:00:00,321.935,322.100,319.880,320.370,2362030
AAPL,NASDAQ,30.01.2020,13:00:00,320.450,320.650,319.310,319.805,1962887
AAPL,NASDAQ,30.01.2020,14:00:00,320.000,321.880,319.550,320.700,2763322
AAPL,NASDAQ,30.01.2020,15:00:00,321.030,323.860,320.635,323.850,4092362
AAPL,NASDAQ,30.01.2020,16:00:00,323.870,324.760,321.660,324.110,1656533
AAPL,NASDAQ,30.01.2020,17:00:00,324.110,324.180,323.560,323.900,47152
AAPL,NASDAQ,31.01.2020,18:00:00,323.700,323.970,323.550,323.600,15074
AAPL,NASDAQ,31.01.2020,08:00:00,322.230,322.300,321.620,321.870,91927
AAPL,NASDAQ,31.01.2020,09:00:00,321.760,322.680,317.040,318.040,5213759
AAPL,NASDAQ,31.01.2020,10:00:00,318.360,318.440,315.070,316.196,6658020
AAPL,NASDAQ,31.01.2020,11:00:00,315.847,317.190,314.480,316.521,4602700
AAPL,NASDAQ,31.01.2020,12:00:00,316.760,316.910,314.200,314.724,2886165
AAPL,NASDAQ,31.01.2020,13:00:00,314.780,315.300,310.050,312.429,5074433
AAPL,NASDAQ,31.01.2020,14:00:00,312.600,313.750,311.250,312.320,4373170
AAPL,NASDAQ,31.01.2020,15:00:00,312.220,312.560,308.290,309.650,8176116
AAPL,NASDAQ,31.01.2020,16:00:00,309.510,309.700,308.610,309.020,2825166
AAPL,NASDAQ,31.01.2020,17:00:00,309.090,309.510,308.800,309.170,74026
AAPL,NASDAQ,03.02.2020,18:00:00,309.180,309.180,308.860,308.900,18914
AAPL,NASDAQ,03.02.2020,08:00:00,307.300,308.080,306.900,306.900,229698
AAPL,NASDAQ,03.02.2020,09:00:00,306.994,311.000,302.220,310.665,9235171
AAPL,NASDAQ,03.02.2020,10:00:00,310.800,313.250,310.720,312.190,6193526
AAPL,NASDAQ,03.02.2020,11:00:00,312.360,313.490,311.630,312.130,3567272
AAPL,NASDAQ,03.02.2020,12:00:00,311.930,312.120,308.650,309.080,3596981
AAPL,NASDAQ,03.02.2020,13:00:00,308.730,309.020,306.120,307.960,4173678
AAPL,NASDAQ,03.02.2020,14:00:00,307.805,308.230,306.670,307.270,2548669
AAPL,NASDAQ,03.02.2020,15:00:00,307.090,309.300,307.020,308.710,3791209
AAPL,NASDAQ,03.02.2020,16:00:00,308.710,308.750,307.370,308.300,2052364
AAPL,NASDAQ,03.02.2020,17:00:00,308.280,308.280,308.000,308.050,16756
AAPL,NASDAQ,04.02.2020,18:00:00,307.860,307.860,307.250,307.350,20532
AAPL,NASDAQ,04.02.2020,08:00:00,315.750,315.750,308.660,315.360,162345
AAPL,NASDAQ,04.02.2020,09:00:00,315.210,316.860,313.635,314.510,4987503
AAPL,NASDAQ,04.02.2020,10:00:00,314.400,317.480,313.800,317.270,5064833
AAPL,NASDAQ,04.02.2020,11:00:00,317.480,319.520,317.133,318.360,4007127
AAPL,NASDAQ,04.02.2020,12:00:00,318.425,318.539,317.330,318.250,2437126
AAPL,NASDAQ,04.02.2020,13:00:00,318.360,319.390,317.830,319.210,1899468
AAPL,NASDAQ,04.02.2020,14:00:00,319.280,319.640,318.620,318.927,1876480
AAPL,NASDAQ,04.02.2020,15:00:00,318.870,319.130,317.430,318.800,3923080
AAPL,NASDAQ,04.02.2020,16:00:00,318.860,319.650,318.600,319.340,2636494
AAPL,NASDAQ,04.02.2020,17:00:00,319.300,319.490,319.250,319.440,32400
AAPL,NASDAQ,05.02.2020,18:00:00,319.330,319.380,319.060,319.250,19355
AAPL,NASDAQ,05.02.2020,08:00:00,322.000,323.279,321.950,323.200,237247
AAPL,NASDAQ,05.02.2020,09:00:00,323.200,324.760,320.911,322.660,4989154
AAPL,NASDAQ,05.02.2020,10:00:00,323.000,323.500,318.950,320.955,5081881
AAPL,NASDAQ,05.02.2020,11:00:00,320.740,321.589,319.720,321.320,3104038
AAPL,NASDAQ,05.02.2020,12:00:00,321.350,322.050,320.900,321.255,1826659
AAPL,NASDAQ,05.02.2020,13:00:00,321.380,321.410,319.950,320.680,1594234
AAPL,NASDAQ,05.02.2020,14:00:00,320.610,321.520,320.070,321.290,1650879
AAPL,NASDAQ,05.02.2020,15:00:00,321.265,322.500,320.530,321.386,3838434
AAPL,NASDAQ,05.02.2020,16:00:00,321.450,322.050,321.060,321.750,1754002
AAPL,NASDAQ,05.02.2020,17:00:00,321.750,321.900,321.510,321.900,25347
AAPL,NASDAQ,06.02.2020,18:00:00,321.860,321.960,321.710,321.960,5769
AAPL,NASDAQ,06.02.2020,08:00:00,323.100,323.500,322.300,322.650,90491
AAPL,NASDAQ,06.02.2020,09:00:00,322.650,323.690,320.265,321.770,2826822
AAPL,NASDAQ,06.02.2020,10:00:00,322.370,322.500,320.370,321.658,2899803
AAPL,NASDAQ,06.02.2020,11:00:00,321.700,322.850,321.320,321.810,1970744
AAPL,NASDAQ,06.02.2020,12:00:00,321.645,323.420,321.540,323.373,1835179
AAPL,NASDAQ,06.02.2020,13:00:00,323.500,324.700,323.360,324.620,2301501
AAPL,NASDAQ,06.02.2020,14:00:00,324.592,325.000,324.000,324.680,2253658
AAPL,NASDAQ,06.02.2020,15:00:00,324.530,325.100,323.920,325.084,3144187
AAPL,NASDAQ,06.02.2020,16:00:00,325.210,325.450,325.170,325.340,1933192
AAPL,NASDAQ,06.02.2020,17:00:00,325.340,325.730,325.340,325.600,47878
AAPL,NASDAQ,07.02.2020,18:00:00,325.640,325.730,325.560,325.650,13467
AAPL,NASDAQ,07.02.2020,08:00:00,323.790,324.400,322.750,323.200,154463
AAPL,NASDAQ,07.02.2020,09:00:00,323.171,323.550,320.650,321.110,4176758
AAPL,NASDAQ,07.02.2020,10:00:00,321.180,323.320,320.440,322.836,4275146
AAPL,NASDAQ,07.02.2020,11:00:00,322.375,323.400,321.750,322.897,2223028
AAPL,NASDAQ,07.02.2020,12:00:00,322.850,323.400,322.598,322.676,1328540
AAPL,NASDAQ,07.02.2020,13:00:00,322.580,322.750,319.000,320.811,1793114
AAPL,NASDAQ,07.02.2020,14:00:00,320.730,321.010,318.330,319.582,3783738
AAPL,NASDAQ,07.02.2020,15:00:00,319.560,320.000,318.000,319.955,4226153
AAPL,NASDAQ,07.02.2020,16:00:00,320.030,320.030,319.800,320.000,1449688
AAPL,NASDAQ,07.02.2020,17:00:00,319.980,320.030,319.650,319.650,38418
AAPL,NASDAQ,10.02.2020,18:00:00,319.610,319.610,319.510,319.520,11957
AAPL,NASDAQ,10.02.2020,08:00:00,316.800,320.830,315.720,315.820,187431
AAPL,NASDAQ,10.02.2020,09:00:00,315.720,318.950,313.850,318.450,4961222
AAPL,NASDAQ,10.02.2020,10:00:00,318.250,320.060,316.590,318.767,4207305
AAPL,NASDAQ,10.02.2020,11:00:00,318.917,320.250,318.872,318.910,2506364
AAPL,NASDAQ,10.02.2020,12:00:00,318.907,319.480,318.150,319.364,1580081
AAPL,NASDAQ,10.02.2020,13:00:00,319.385,320.000,319.240,319.459,1176232
AAPL,NASDAQ,10.02.2020,14:00:00,319.360,320.640,319.010,320.595,1491966
AAPL,NASDAQ,10.02.2020,15:00:00,320.645,321.410,320.550,321.240,3123435
AAPL,NASDAQ,10.02.2020,16:00:00,321.540,321.790,320.650,321.050,3136829
AAPL,NASDAQ,10.02.2020,17:00:00,321.050,321.200,320.650,320.650,20351
AAPL,NASDAQ,11.02.2020,18:00:00,320.620,320.900,320.570,320.900,10195
AAPL,NASDAQ,11.02.2020,08:00:00,322.630,323.200,322.380,323.000,137144
AAPL,NASDAQ,11.02.2020,09:00:00,323.000,323.900,321.550,321.810,3370812
AAPL,NASDAQ,11.02.2020,10:00:00,321.760,323.280,321.600,322.865,3011015
AAPL,NASDAQ,11.02.2020,11:00:00,322.810,323.060,321.010,321.870,2236034
AAPL,NASDAQ,11.02.2020,12:00:00,321.970,322.780,321.610,322.702,1487867
AAPL,NASDAQ,11.02.2020,13:00:00,322.700,323.010,321.470,321.930,1226125
AAPL,NASDAQ,11.02.2020,14:00:00,321.800,321.860,320.160,320.660,2281153
AAPL,NASDAQ,11.02.2020,15:00:00,320.700,321.000,318.710,319.230,3655874
AAPL,NASDAQ,11.02.2020,16:00:00,319.610,322.325,319.210,319.500,1505695
AAPL,NASDAQ,11.02.2020,17:00:00,319.550,319.590,319.300,319.400,5385
AAPL,NASDAQ,12.02.2020,18:00:00,319.380,319.600,319.300,319.350,18309
AAPL,NASDAQ,12.02.2020,08:00:00,321.190,321.900,321.100,321.680,73157
AAPL,NASDAQ,12.02.2020,09:00:00,321.700,323.890,321.230,323.166,3497718
AAPL,NASDAQ,12.02.2020,10:00:00,323.490,323.652,322.300,323.090,3049774
